Node Number	Equivalent Elastic Strain (mm/mm)
95683	2,9522e-003
95684	2,9489e-003
95685	2,9409e-003
95686	2,9309e-003
95687	2,9439e-003
95688	2,9273e-003
95689	2,9601e-003
95690	2,9371e-003
95691	2,9886e-003
95692	2,9595e-003
95693	3,0285e-003
95694	2,9934e-003
95695	3,0791e-003
95696	3,0381e-003
95697	3,1394e-003
95698	3,0928e-003
95699	3,2091e-003
95700	3,1568e-003
95701	3,2875e-003
95702	3,2298e-003
95703	3,3743e-003
95704	3,3113e-003
95705	3,4694e-003
95706	3,4012e-003
95707	3,5728e-003
95708	3,4993e-003
95709	3,6847e-003
95710	3,6058e-003
95711	3,8053e-003
95712	3,7211e-003
95713	3,9354e-003
95714	3,8458e-003
95715	4,0756e-003
95716	3,9808e-003
95717	4,227e-003
95718	4,1271e-003
95719	4,3905e-003
95720	4,2861e-003
95721	4,3131e-003
95722	4,5672e-003
95723	4,4593e-003
95724	4,7581e-003
95725	4,6487e-003
95726	4,856e-003
95727	4,9637e-003
95728	5,5958e-003
95729	5,4105e-003
95730	5,6375e-003
95731	4,9246e-003
95732	5,1062e-003
95733	5,4588e-003
95734	5,1254e-003
95735	4,2517e-003
95736	4,4676e-003
95737	6,7394e-003
95738	7,932e-003
95739	6,4523e-003
95740	6,7142e-003
95741	6,8302e-003
95742	7,0179e-003
95743	6,1553e-003
95744	6,1329e-003
95745	6,5227e-003
95746	5,7975e-003
95747	5,7955e-003
95748	6,0989e-003
95749	5,4663e-003
95750	5,4749e-003
95751	5,7327e-003
95752	5,1703e-003
95753	5,1834e-003
95754	5,4052e-003
95755	4,9067e-003
95756	4,9218e-003
95757	4,6709e-003
95758	4,6869e-003
95759	4,4587e-003
95760	4,4749e-003
95761	4,2664e-003
95762	4,2824e-003
95763	4,0916e-003
95764	4,1071e-003
95765	3,9321e-003
95766	3,947e-003
95767	3,7866e-003
95768	3,8006e-003
95769	3,6539e-003
95770	3,6669e-003
95771	3,5333e-003
95772	3,5452e-003
95773	3,4243e-003
95774	3,4348e-003
95775	3,3266e-003
95776	3,3353e-003
95777	3,24e-003
95778	3,2467e-003
95779	3,1647e-003
95780	3,1688e-003
95781	3,1008e-003
95782	3,1019e-003
95783	3,0489e-003
95784	3,0464e-003
95785	3,0095e-003
95786	3,0026e-003
95787	2,9833e-003
95788	2,9712e-003
95789	2,9711e-003
95790	2,953e-003
95791	2,9737e-003
95792	2,9488e-003
95793	2,9922e-003
95794	2,9595e-003
95795	3,0275e-003
95796	2,9861e-003
95797	3,0807e-003
95798	3,0297e-003
95799	3,1529e-003
95800	3,0915e-003
95801	3,2453e-003
95802	3,1726e-003
95803	3,3592e-003
95804	3,2744e-003
95805	3,4964e-003
95806	3,3987e-003
95807	3,6606e-003
95808	3,5475e-003
95809	3,8553e-003
95810	3,757e-003
95811	3,7254e-003
95812	4,0851e-003
95813	3,9357e-003
95814	4,3572e-003
95815	4,1882e-003
95816	4,6905e-003
95817	4,5022e-003
95818	4,4922e-003
95819	5,1418e-003
95820	4,8829e-003
95821	5,247e-003
95822	5,4978e-003
95823	5,5885e-003
95824	5,2439e-003
95825	3,4486e-003
95826	3,4819e-003
95827	3,6094e-003
95828	3,3129e-003
95829	3,3351e-003
95830	3,2009e-003
95831	3,2135e-003
95832	3,1106e-003
95833	3,1143e-003
95834	3,0401e-003
95835	3,0357e-003
95836	2,9881e-003
95837	2,9758e-003
95838	2,9533e-003
95839	2,9335e-003
95840	2,9345e-003
95841	2,9073e-003
95842	2,9308e-003
95843	2,8963e-003
95844	2,9411e-003
95845	2,8993e-003
95846	2,9645e-003
95847	2,9154e-003
95848	3,0003e-003
95849	2,9438e-003
95850	3,0478e-003
95851	2,9838e-003
95852	3,1064e-003
95853	3,0348e-003
95854	3,1759e-003
95855	3,0964e-003
95856	3,2558e-003
95857	3,1681e-003
95858	3,3462e-003
95859	3,2498e-003
95860	3,4471e-003
95861	3,3415e-003
95862	3,5587e-003
95863	3,4433e-003
95864	3,6814e-003
95865	3,5555e-003
95866	3,816e-003
95867	3,6783e-003
95868	3,963e-003
95869	3,8125e-003
95870	4,1236e-003
95871	3,9587e-003
95872	4,2991e-003
95873	4,1177e-003
95874	4,4913e-003
95875	4,2907e-003
95876	4,7025e-003
95877	4,479e-003
95878	4,9354e-003
95879	4,6843e-003
95880	5,1923e-003
95881	4,9083e-003
95882	5,4735e-003
95883	5,1516e-003
95884	5,7759e-003
95885	5,411e-003
95886	5,7912e-003
95887	6,1024e-003
95888	5,6923e-003
95889	6,4895e-003
95890	5,986e-003
95891	6,3215e-003
95892	4,0192e-003
95893	4,1099e-003
95894	4,323e-003
95895	3,7848e-003
95896	3,8516e-003
95897	3,8978e-003
95898	3,5981e-003
95899	3,6465e-003
95900	3,7043e-003
95901	3,4403e-003
95902	3,4771e-003
95903	3,3051e-003
95904	3,3313e-003
95905	3,1922e-003
95906	3,2092e-003
95907	3,101e-003
95908	3,1097e-003
95909	3,0297e-003
95910	3,0309e-003
95911	2,977e-003
95912	2,971e-003
95913	2,9414e-003
95914	2,9287e-003
95915	2,9218e-003
95916	2,9026e-003
95917	2,9171e-003
95918	2,8916e-003
95919	2,926e-003
95920	2,8945e-003
95921	2,9478e-003
95922	2,9104e-003
95923	2,9814e-003
95924	2,9382e-003
95925	3,0259e-003
95926	2,9772e-003
95927	3,0808e-003
95928	3,0265e-003
95929	3,1452e-003
95930	3,0856e-003
95931	3,2188e-003
95932	3,1539e-003
95933	3,3012e-003
95934	3,231e-003
95935	3,3923e-003
95936	3,3167e-003
95937	3,4922e-003
95938	3,411e-003
95939	3,6009e-003
95940	3,5141e-003
95941	3,7192e-003
95942	3,6264e-003
95943	3,8478e-003
95944	3,7486e-003
95945	3,9877e-003
95946	3,8818e-003
95947	4,1406e-003
95948	4,0274e-003
95949	4,3083e-003
95950	4,1874e-003
95951	4,4931e-003
95952	4,3643e-003
95953	4,6979e-003
95954	4,5612e-003
95955	4,9261e-003
95956	4,7821e-003
95957	5,032e-003
95958	5,1818e-003
95959	5,6512e-003
95960	5,4718e-003
95961	5,8041e-003
95962	6,051e-003
95963	5,6796e-003
95964	5,7274e-003
95965	6,6445e-003
95966	6,498e-003
95967	4,5651e-003
95968	4,3659e-003
95969	4,0865e-003
95970	4,0041e-003
95971	4,2097e-003
95972	4,8813e-003
95973	4,5552e-003
95974	5,2399e-003
95975	4,7578e-003
95976	4,9679e-003
95977	4,3717e-003
95978	4,4938e-003
95979	4,5465e-003
95980	4,7565e-003
95981	4,0814e-003
95982	4,1719e-003
95983	3,8453e-003
95984	3,9128e-003
95985	3,6476e-003
95986	3,6991e-003
95987	3,4804e-003
95988	3,5187e-003
95989	3,3397e-003
95990	3,3674e-003
95991	3,2227e-003
95992	3,2412e-003
95993	3,1271e-003
95994	3,1375e-003
95995	3,0511e-003
95996	3,0541e-003
95997	2,9933e-003
95998	2,9894e-003
95999	2,9526e-003
96000	2,942e-003
96001	2,9275e-003
96002	2,9107e-003
96003	2,9172e-003
96004	2,8943e-003
96005	2,9205e-003
96006	2,8917e-003
96007	2,9365e-003
96008	2,9019e-003
96009	2,9642e-003
96010	2,9241e-003
96011	3,0029e-003
96012	2,9573e-003
96013	3,0518e-003
96014	3,0008e-003
96015	3,1102e-003
96016	3,054e-003
96017	3,1776e-003
96018	3,1163e-003
96019	3,2537e-003
96020	3,1872e-003
96021	3,3382e-003
96022	3,2665e-003
96023	3,431e-003
96024	3,3541e-003
96025	3,5322e-003
96026	3,45e-003
96027	3,6422e-003
96028	3,5544e-003
96029	3,7616e-003
96030	3,6679e-003
96031	3,8912e-003
96032	3,7913e-003
96033	4,0322e-003
96034	3,9256e-003
96035	4,1862e-003
96036	4,0725e-003
96037	4,3549e-003
96038	4,2338e-003
96039	4,5408e-003
96040	4,412e-003
96041	4,7466e-003
96042	4,6104e-003
96043	4,8329e-003
96044	4,9757e-003
96045	5,8377e-003
96046	5,6999e-003
96047	5,5177e-003
96048	6,1778e-003
96049	5,8795e-003
96050	6,0829e-003
96051	6,4407e-003
96052	6,1315e-003
96053	6,512e-003
96054	6,8577e-003
96055	6,5095e-003
96056	5,1199e-003
96057	4,7463e-003
96058	4,9126e-003
96059	4,8501e-003
96060	5,6204e-003
96061	5,3951e-003
96062	5,2111e-003
96063	6,1414e-003
96064	6,219e-003
96065	4,539e-003
96066	4,5805e-003
96067	6,5554e-003
96068	6,3786e-003
96069	7,5464e-003
96070	6,859e-003
96071	6,3327e-003
96072	6,1663e-003
96073	6,0588e-003
96074	5,9046e-003
96075	6,4486e-003
96076	5,7732e-003
96077	5,6773e-003
96078	5,4729e-003
96079	5,4103e-003
96080	5,192e-003
96081	5,1512e-003
96082	4,9349e-003
96083	4,9078e-003
96084	4,702e-003
96085	4,6838e-003
96086	4,4908e-003
96087	4,4785e-003
96088	4,2986e-003
96089	4,2902e-003
96090	4,1231e-003
96091	4,1172e-003
96092	3,9625e-003
96093	3,9582e-003
96094	3,8155e-003
96095	3,812e-003
96096	3,681e-003
96097	3,6779e-003
96098	3,5582e-003
96099	3,555e-003
96100	3,4466e-003
96101	3,4429e-003
96102	3,3458e-003
96103	3,3411e-003
96104	3,2554e-003
96105	3,2494e-003
96106	3,1755e-003
96107	3,1677e-003
96108	3,1061e-003
96109	3,096e-003
96110	3,0475e-003
96111	3,0345e-003
96112	3,e-003
96113	2,9836e-003
96114	2,9643e-003
96115	2,9436e-003
96116	2,941e-003
96117	2,9152e-003
96118	2,9308e-003
96119	2,8992e-003
96120	2,9346e-003
96121	2,8963e-003
96122	2,9535e-003
96123	2,9074e-003
96124	2,9884e-003
96125	2,9337e-003
96126	3,0405e-003
96127	2,9762e-003
96128	3,1112e-003
96129	3,0361e-003
96130	3,2017e-003
96131	3,115e-003
96132	3,3138e-003
96133	3,2143e-003
96134	3,4497e-003
96135	3,3362e-003
96136	3,4832e-003
96137	3,6123e-003
96138	4,1265e-003
96139	4,0389e-003
96140	4,3232e-003
96141	4,8622e-003
96142	4,6847e-003
96143	5,239e-003
96144	5,3462e-003
96145	4,9961e-003
96146	5,5587e-003
96147	6,1266e-003
96148	5,5758e-003
96149	5,818e-003
96150	5,3763e-003
96151	5,3274e-003
96152	5,1866e-003
96153	5,089e-003
96154	4,9804e-003
96155	4,8676e-003
96156	4,7865e-003
96157	4,6572e-003
96158	4,596e-003
96159	4,4608e-003
96160	4,4135e-003
96161	4,2784e-003
96162	4,2408e-003
96163	4,1093e-003
96164	4,0786e-003
96165	3,9528e-003
96166	3,9269e-003
96167	3,8082e-003
96168	3,7856e-003
96169	3,6749e-003
96170	3,6544e-003
96171	3,5524e-003
96172	3,5332e-003
96173	3,4401e-003
96174	3,4215e-003
96175	3,3378e-003
96176	3,3193e-003
96177	3,2452e-003
96178	3,2261e-003
96179	3,1621e-003
96180	3,142e-003
96181	3,0886e-003
96182	3,0669e-003
96183	3,0248e-003
96184	3,0009e-003
96185	2,9709e-003
96186	2,9443e-003
96187	2,9274e-003
96188	2,8973e-003
96189	2,8947e-003
96190	2,8604e-003
96191	2,8736e-003
96192	2,8342e-003
96193	2,8647e-003
96194	2,8195e-003
96195	2,869e-003
96196	2,8171e-003
96197	2,8875e-003
96198	2,8278e-003
96199	2,9212e-003
96200	2,8527e-003
96201	2,9714e-003
96202	2,8931e-003
96203	3,0394e-003
96204	2,9502e-003
96205	3,1269e-003
96206	3,0256e-003
96207	3,2358e-003
96208	3,1211e-003
96209	3,3685e-003
96210	3,2389e-003
96211	3,5268e-003
96212	3,3821e-003
96213	3,7137e-003
96214	3,6543e-003
96215	3,553e-003
96216	3,9366e-003
96217	3,7555e-003
96218	3,8542e-003
96219	4,2329e-003
96220	4,007e-003
96221	4,67e-003
96222	4,3492e-003
96223	4,356e-003
96224	6,0384e-003
96225	6,1344e-003
96226	5,5549e-003
96227	5,9049e-003
96228	5,5589e-003
96229	5,4215e-003
96230	6,9058e-003
96231	5,947e-003
96232	6,4348e-003
96233	6,4293e-003
96234	6,8564e-003
96235	7,3045e-003
96236	7,7667e-003
96237	6,9712e-003
96238	7,0746e-003
96239	5,497e-003
96240	5,6425e-003
96241	5,8913e-003
96242	5,1678e-003
96243	5,2783e-003
96244	5,3175e-003
96245	4,888e-003
96246	4,973e-003
96247	4,6454e-003
96248	4,7116e-003
96249	4,4324e-003
96250	4,4846e-003
96251	4,2435e-003
96252	4,2852e-003
96253	4,0743e-003
96254	4,108e-003
96255	3,9215e-003
96256	3,949e-003
96257	3,7826e-003
96258	3,8051e-003
96259	3,6558e-003
96260	3,6741e-003
96261	3,5396e-003
96262	3,5541e-003
96263	3,433e-003
96264	3,4442e-003
96265	3,3354e-003
96266	3,3433e-003
96267	3,2465e-003
96268	3,2511e-003
96269	3,1661e-003
96270	3,1672e-003
96271	3,0943e-003
96272	3,0917e-003
96273	3,0314e-003
96274	3,0248e-003
96275	2,9778e-003
96276	2,9667e-003
96277	2,934e-003
96278	2,918e-003
96279	2,9008e-003
96280	2,8792e-003
96281	2,8789e-003
96282	2,851e-003
96283	2,8691e-003
96284	2,8342e-003
96285	2,8724e-003
96286	2,8297e-003
96287	2,8899e-003
96288	2,8385e-003
96289	2,9228e-003
96290	2,8617e-003
96291	2,9722e-003
96292	2,9005e-003
96293	3,0397e-003
96294	2,9562e-003
96295	3,1267e-003
96296	3,0305e-003
96297	3,2354e-003
96298	3,125e-003
96299	3,3681e-003
96300	3,2422e-003
96301	3,5255e-003
96302	3,3849e-003
96303	3,7133e-003
96304	3,5545e-003
96305	3,9423e-003
96306	3,7577e-003
96307	4,0042e-003
96308	4,2202e-003
96309	4,7053e-003
96310	4,4333e-003
96311	5,1879e-003
96312	4,8653e-003
96313	5,9161e-003
96314	5,4443e-003
96315	6,3708e-003
96316	7,034e-003
96317	5,7599e-003
96318	7,2367e-003
96319	5,9895e-003
96320	5,0887e-003
96321	4,9788e-003
96322	5,3145e-003
96323	4,8671e-003
96324	4,786e-003
96325	4,6567e-003
96326	4,5956e-003
96327	4,4603e-003
96328	4,413e-003
96329	4,2779e-003
96330	4,2404e-003
96331	4,1088e-003
96332	4,0782e-003
96333	3,9524e-003
96334	3,9265e-003
96335	3,8078e-003
96336	3,7851e-003
96337	3,6745e-003
96338	3,654e-003
96339	3,5519e-003
96340	3,5327e-003
96341	3,4397e-003
96342	3,4211e-003
96343	3,3374e-003
96344	3,3188e-003
96345	3,2448e-003
96346	3,2257e-003
96347	3,1617e-003
96348	3,1417e-003
96349	3,0883e-003
96350	3,0666e-003
96351	3,0245e-003
96352	3,0006e-003
96353	2,9706e-003
96354	2,944e-003
96355	2,9272e-003
96356	2,897e-003
96357	2,8946e-003
96358	2,8602e-003
96359	2,8735e-003
96360	2,8341e-003
96361	2,8647e-003
96362	2,8195e-003
96363	2,8691e-003
96364	2,8171e-003
96365	2,8876e-003
96366	2,8279e-003
96367	2,9215e-003
96368	2,8529e-003
96369	2,9718e-003
96370	2,8934e-003
96371	3,04e-003
96372	2,9507e-003
96373	3,1276e-003
96374	3,0263e-003
96375	3,2367e-003
96376	3,1219e-003
96377	3,3696e-003
96378	3,2399e-003
96379	3,53e-003
96380	3,3833e-003
96381	4,247e-003
96382	4,0223e-003
96383	3,9574e-003
96384	4,6213e-003
96385	4,3448e-003
96386	4,4437e-003
96387	5,1486e-003
96388	4,7699e-003
96389	5,3892e-003
96390	5,5253e-003
96391	6,0131e-003
96392	4,6716e-003
96393	4,3875e-003
96394	4,294e-003
96395	3,7666e-003
96396	3,8137e-003
96397	4,0033e-003
96398	3,5702e-003
96399	3,6009e-003
96400	3,4057e-003
96401	3,4239e-003
96402	3,2689e-003
96403	3,277e-003
96404	3,156e-003
96405	3,1557e-003
96406	3,0645e-003
96407	3,0568e-003
96408	2,9923e-003
96409	2,978e-003
96410	2,938e-003
96411	2,9175e-003
96412	2,9001e-003
96413	2,8738e-003
96414	2,8774e-003
96415	2,8455e-003
96416	2,8687e-003
96417	2,8315e-003
96418	2,8731e-003
96419	2,8307e-003
96420	2,8895e-003
96421	2,8422e-003
96422	2,9171e-003
96423	2,8649e-003
96424	2,9552e-003
96425	2,8982e-003
96426	3,0031e-003
96427	2,9414e-003
96428	3,0601e-003
96429	2,9938e-003
96430	3,1259e-003
96431	3,0549e-003
96432	3,2001e-003
96433	3,1244e-003
96434	3,2825e-003
96435	3,202e-003
96436	3,3731e-003
96437	3,2876e-003
96438	3,4722e-003
96439	3,3814e-003
96440	3,5801e-003
96441	3,4836e-003
96442	3,6976e-003
96443	3,5949e-003
96444	3,8257e-003
96445	3,716e-003
96446	3,9658e-003
96447	3,8483e-003
96448	4,12e-003
96449	3,9936e-003
96450	4,2909e-003
96451	4,1542e-003
96452	4,4817e-003
96453	4,3333e-003
96454	4,6967e-003
96455	4,5349e-003
96456	4,9417e-003
96457	4,7644e-003
96458	5,2241e-003
96459	5,0287e-003
96460	5,0845e-003
96461	5,5541e-003
96462	5,3373e-003
96463	5,3719e-003
96464	5,7028e-003
96465	5,945e-003
96466	7,3681e-003
96467	7,2704e-003
96468	6,929e-003
96469	7,5526e-003
96470	7,0199e-003
96471	7,8399e-003
96472	4,8115e-003
96473	5,2086e-003
96474	4,8118e-003
96475	4,9343e-003
96476	5,2066e-003
96477	6,6078e-003
96478	7,4525e-003
96479	6,0833e-003
96480	4,4907e-003
96481	4,9607e-003
96482	4,576e-003
96483	4,1233e-003
96484	4,1906e-003
96485	3,8258e-003
96486	3,8672e-003
96487	3,6135e-003
96488	3,5948e-003
96489	4,6778e-003
96490	4,4059e-003
96491	4,5149e-003
96492	4,5395e-003
96493	4,8397e-003
96494	5,571e-003
96495	6,0344e-003
96496	4,8834e-003
96497	5,1293e-003
96498	5,3059e-003
96499	5,0496e-003
96500	5,2012e-003
96501	5,4445e-003
96502	4,1626e-003
96503	4,5276e-003
96504	4,2286e-003
96505	3,8794e-003
96506	3,9201e-003
96507	4,0691e-003
96508	3,6707e-003
96509	3,6479e-003
96510	5,486e-003
96511	5,2152e-003
96512	5,1419e-003
96513	5,8997e-003
96514	5,5806e-003
96515	6,0188e-003
96516	6,1419e-003
96517	6,4018e-003
96518	7,1872e-003
96519	7,0185e-003
96520	7,7422e-003
96521	4,6315e-003
96522	6,3003e-003
96523	6,1411e-003
96524	7,7771e-003
96525	7,5571e-003
96526	9,7266e-003
96527	5,2953e-003
96528	5,0596e-003
96529	5,1048e-003
96530	4,844e-003
96531	5,5249e-003
96532	4,9604e-003
96533	4,7367e-003
96534	5,3181e-003
96535	4,8296e-003
96536	4,6507e-003
96537	5,1654e-003
96538	4,5367e-003
96539	4,6761e-003
96540	3,8308e-003
96541	3,6181e-003
96542	3,5991e-003
96543	3,7658e-003
96544	4,1201e-003
96545	3,8699e-003
96546	4,4933e-003
96547	4,1867e-003
96548	5,0105e-003
96549	4,5996e-003
96550	5,7898e-003
96551	5,1751e-003
96552	6,0155e-003
96553	7,2269e-003
96554	6,4136e-003
96555	7,6727e-003
96556	7,778e-003
96557	8,1349e-003
96558	8,5763e-003
96559	6,9627e-003
96560	7,1049e-003
96561	6,3437e-003
96562	6,4871e-003
96563	6,6294e-003
96564	5,8367e-003
96565	5,9565e-003
96566	6,0855e-003
96567	5,4238e-003
96568	5,5179e-003
96569	5,1565e-003
96570	5,0836e-003
96571	4,0963e-003
96572	3,8583e-003
96573	3,8196e-003
96574	7,7907e-003
96575	7,537e-003
96576	8,589e-003
96577	5,3577e-003
96578	5,923e-003
96579	5,6038e-003
96580	5,0866e-003
96581	4,4534e-003
96582	4,1595e-003
96583	4,3123e-003
96584	4,7344e-003
96585	5,1217e-003
96586	4,5932e-003
96587	4,5476e-003
96588	4,9586e-003
96589	5,899e-003
96590	5,3459e-003
96591	6,205e-003
96592	7,2415e-003
96593	6,4728e-003
96594	5,6519e-003
96595	5,8343e-003
96596	6,1692e-003
96597	7,2075e-003
96598	6,4909e-003
96599	7,5093e-003
96600	6,8976e-003
96601	5,7853e-003
96602	6,4065e-003
96603	5,3626e-003
96604	5,0811e-003
96605	6,7786e-003
96606	6,2791e-003
96607	4,9003e-003
96608	4,6415e-003
96609	4,6083e-003
96610	4,374e-003
96611	4,476e-003
96612	4,2366e-003
96613	4,4271e-003
96614	4,2097e-003
96615	4,3578e-003
96616	4,1744e-003
96617	4,266e-003
96618	4,1149e-003
96619	4,1562e-003
96620	4,4054e-003
96621	4,0321e-003
96622	4,0363e-003
96623	4,2653e-003
96624	3,9336e-003
96625	3,9122e-003
96626	4,1229e-003
96627	3,8258e-003
96628	3,7879e-003
96629	3,9824e-003
96630	3,7139e-003
96631	3,6663e-003
96632	3,8462e-003
96633	3,6017e-003
96634	3,5492e-003
96635	3,7159e-003
96636	3,4916e-003
96637	3,4377e-003
96638	3,5925e-003
96639	3,3853e-003
96640	3,3326e-003
96641	3,4765e-003
96642	3,284e-003
96643	3,2342e-003
96644	3,3683e-003
96645	3,1883e-003
96646	3,1429e-003
96647	3,2679e-003
96648	3,0985e-003
96649	3,0585e-003
96650	3,1753e-003
96651	3,015e-003
96652	2,9814e-003
96653	3,0905e-003
96654	2,9378e-003
96655	2,9115e-003
96656	3,0135e-003
96657	2,8671e-003
96658	2,849e-003
96659	2,9445e-003
96660	2,8032e-003
96661	2,7943e-003
96662	2,8835e-003
96663	2,7462e-003
96664	2,7476e-003
96665	2,8309e-003
96666	2,6965e-003
96667	2,7094e-003
96668	2,7871e-003
96669	2,6545e-003
96670	2,6802e-003
96671	2,7524e-003
96672	2,6208e-003
96673	2,6608e-003
96674	2,7276e-003
96675	2,5959e-003
96676	2,6518e-003
96677	2,7133e-003
96678	2,5806e-003
96679	2,6542e-003
96680	2,7103e-003
96681	2,5758e-003
96682	2,669e-003
96683	2,7197e-003
96684	2,5823e-003
96685	2,6974e-003
96686	2,7425e-003
96687	2,6013e-003
96688	2,7407e-003
96689	2,7798e-003
96690	2,6341e-003
96691	2,8005e-003
96692	2,8332e-003
96693	2,6821e-003
96694	2,8786e-003
96695	2,9043e-003
96696	2,7471e-003
96697	2,9774e-003
96698	2,9949e-003
96699	2,8313e-003
96700	3,0997e-003
96701	3,1076e-003
96702	2,9372e-003
96703	3,2495e-003
96704	3,2457e-003
96705	3,0683e-003
96706	3,4325e-003
96707	3,4136e-003
96708	3,2291e-003
96709	3,6572e-003
96710	3,4263e-003
96711	3,9365e-003
96712	3,6693e-003
96713	5,4008e-003
96714	4,8558e-003
96715	4,7642e-003
96716	6,1349e-003
96717	5,5084e-003
96718	6,2867e-003
96719	7,3463e-003
96720	6,6293e-003
96721	7,2101e-003
96722	6,604e-003
96723	6,0999e-003
96724	6,1232e-003
96725	5,6377e-003
96726	5,6736e-003
96727	5,2506e-003
96728	5,2847e-003
96729	4,9254e-003
96730	4,9541e-003
96731	4,6498e-003
96732	4,8526e-003
96733	4,6725e-003
96734	4,4136e-003
96735	4,5938e-003
96736	4,431e-003
96737	4,2085e-003
96738	4,3706e-003
96739	4,2214e-003
96740	4,0281e-003
96741	4,1753e-003
96742	4,0372e-003
96743	3,8673e-003
96744	4,0025e-003
96745	3,8733e-003
96746	3,7225e-003
96747	3,8476e-003
96748	3,7256e-003
96749	3,5908e-003
96750	3,7075e-003
96751	3,5911e-003
96752	3,4703e-003
96753	3,5799e-003
96754	3,4678e-003
96755	3,3595e-003
96756	3,4629e-003
96757	3,3541e-003
96758	3,2575e-003
96759	3,3554e-003
96760	3,249e-003
96761	3,1636e-003
96762	3,2566e-003
96763	3,1519e-003
96764	3,0776e-003
96765	3,166e-003
96766	3,0623e-003
96767	2,9994e-003
96768	3,0834e-003
96769	2,9802e-003
96770	2,929e-003
96771	3,0088e-003
96772	2,9055e-003
96773	2,8667e-003
96774	2,9424e-003
96775	2,8385e-003
96776	2,8128e-003
96777	2,8844e-003
96778	2,7795e-003
96779	2,7679e-003
96780	2,8353e-003
96781	2,7289e-003
96782	2,7324e-003
96783	2,7957e-003
96784	2,6872e-003
96785	2,7071e-003
96786	2,7661e-003
96787	2,6549e-003
96788	2,6927e-003
96789	2,7473e-003
96790	2,6329e-003
96791	2,6901e-003
96792	2,7402e-003
96793	2,6218e-003
96794	2,7004e-003
96795	2,7457e-003
96796	2,6228e-003
96797	2,7247e-003
96798	2,7649e-003
96799	2,6367e-003
96800	2,7643e-003
96801	2,7991e-003
96802	2,665e-003
96803	2,8208e-003
96804	2,8497e-003
96805	2,7089e-003
96806	2,8959e-003
96807	2,9182e-003
96808	2,7703e-003
96809	2,9921e-003
96810	3,0066e-003
96811	2,8512e-003
96812	3,1121e-003
96813	3,1173e-003
96814	2,9542e-003
96815	3,2599e-003
96816	3,2537e-003
96817	3,0828e-003
96818	3,4412e-003
96819	3,4201e-003
96820	3,2415e-003
96821	3,6587e-003
96822	3,62e-003
96823	3,4368e-003
96824	3,9215e-003
96825	3,6693e-003
96826	4,2537e-003
96827	3,9551e-003
96828	4,3245e-003
96829	4,6979e-003
96830	4,3325e-003
96831	4,7831e-003
96832	4,397e-003
96833	3,9861e-003
96834	4,025e-003
96835	3,7114e-003
96836	3,7268e-003
96837	3,4851e-003
96838	3,4822e-003
96839	3,2989e-003
96840	3,4623e-003
96841	3,2818e-003
96842	3,1465e-003
96843	3,2912e-003
96844	3,1184e-003
96845	3,0221e-003
96846	3,1505e-003
96847	2,9854e-003
96848	2,9216e-003
96849	3,0354e-003
96850	2,8779e-003
96851	2,842e-003
96852	2,9426e-003
96853	2,7926e-003
96854	2,781e-003
96855	2,8696e-003
96856	2,7267e-003
96857	2,7367e-003
96858	2,8144e-003
96859	2,6781e-003
96860	2,7076e-003
96861	2,7755e-003
96862	2,6452e-003
96863	2,6925e-003
96864	2,7513e-003
96865	2,6265e-003
96866	2,6901e-003
96867	2,7408e-003
96868	2,6207e-003
96869	2,6995e-003
96870	2,7428e-003
96871	2,6269e-003
96872	2,7197e-003
96873	2,7565e-003
96874	2,644e-003
96875	2,7501e-003
96876	2,7809e-003
96877	2,6712e-003
96878	2,7898e-003
96879	2,8152e-003
96880	2,7079e-003
96881	2,8384e-003
96882	2,859e-003
96883	2,7534e-003
96884	2,8953e-003
96885	2,9115e-003
96886	2,8072e-003
96887	2,9601e-003
96888	2,9723e-003
96889	2,8688e-003
96890	3,0325e-003
96891	3,0411e-003
96892	2,9379e-003
96893	3,1125e-003
96894	3,1177e-003
96895	3,0143e-003
96896	3,2e-003
96897	3,2019e-003
96898	3,0979e-003
96899	3,2951e-003
96900	3,2939e-003
96901	3,1887e-003
96902	3,3982e-003
96903	3,394e-003
96904	3,2868e-003
96905	3,5101e-003
96906	3,5026e-003
96907	3,3928e-003
96908	3,6317e-003
96909	3,6207e-003
96910	3,5074e-003
96911	3,7645e-003
96912	3,7496e-003
96913	3,6316e-003
96914	3,9108e-003
96915	3,8911e-003
96916	3,7671e-003
96917	4,0732e-003
96918	4,0475e-003
96919	3,9161e-003
96920	4,2557e-003
96921	4,2224e-003
96922	4,0817e-003
96923	4,4633e-003
96924	4,4199e-003
96925	4,2678e-003
96926	4,7024e-003
96927	4,6459e-003
96928	4,4797e-003
96929	4,9812e-003
96930	4,9078e-003
96931	4,7239e-003
96932	5,3098e-003
96933	5,0082e-003
96934	5,6997e-003
96935	5,3412e-003
96936	5,7313e-003
96937	6,1642e-003
96938	7,3851e-003
96939	6,7099e-003
96940	6,7159e-003
96941	7,3348e-003
96942	8,4376e-003
96943	7,9402e-003
96944	4,702e-003
96945	5,2681e-003
96946	4,797e-003
96947	4,2759e-003
96948	4,3318e-003
96949	3,9345e-003
96950	3,97e-003
96951	3,6549e-003
96952	3,6669e-003
96953	3,4308e-003
96954	3,4244e-003
96955	3,2483e-003
96956	3,4121e-003
96957	3,2277e-003
96958	3,0986e-003
96959	3,2445e-003
96960	3,0671e-003
96961	2,9765e-003
96962	3,1067e-003
96963	2,9363e-003
