Node Number	Equivalent Elastic Strain (mm/mm)
5873	4,5958e-003
5874	4,5883e-003
5875	4,5883e-003
5876	4,5958e-003
5877	4,4261e-003
5878	4,4194e-003
5879	4,4194e-003
5880	4,4261e-003
5881	4,2655e-003
5882	4,2595e-003
5883	4,2595e-003
5884	4,2655e-003
5885	4,1144e-003
5886	4,1088e-003
5887	4,1088e-003
5888	4,1144e-003
5889	3,9724e-003
5890	3,9672e-003
5891	3,9672e-003
5892	3,9724e-003
5893	3,8392e-003
5894	3,8343e-003
5895	3,8343e-003
5896	3,8392e-003
5897	3,7146e-003
5898	3,71e-003
5899	3,71e-003
5900	3,7146e-003
5901	3,5983e-003
5902	3,5938e-003
5903	3,5938e-003
5904	3,5983e-003
5905	3,4901e-003
5906	3,4857e-003
5907	3,4857e-003
5908	3,4901e-003
5909	3,39e-003
5910	3,3856e-003
5911	3,3856e-003
5912	3,39e-003
5913	3,2981e-003
5914	3,2938e-003
5915	3,2938e-003
5916	3,2981e-003
5917	3,2149e-003
5918	3,2106e-003
5919	3,2106e-003
5920	3,2149e-003
5921	3,1408e-003
5922	3,1365e-003
5923	3,1365e-003
5924	3,1408e-003
5925	3,0764e-003
5926	3,072e-003
5927	3,072e-003
5928	3,0764e-003
5929	3,0225e-003
5930	3,018e-003
5931	3,018e-003
5932	3,0225e-003
5933	2,9799e-003
5934	2,9753e-003
5935	2,9753e-003
5936	2,9799e-003
5937	2,9496e-003
5938	2,9448e-003
5939	2,9448e-003
5940	2,9496e-003
5941	2,9327e-003
5942	2,9276e-003
5943	2,9276e-003
5944	2,9327e-003
5945	2,9301e-003
5946	2,9247e-003
5947	2,9247e-003
5948	2,9301e-003
5949	2,9429e-003
5950	2,9373e-003
5951	2,9373e-003
5952	2,9429e-003
5953	2,9722e-003
5954	2,9662e-003
5955	2,9662e-003
5956	2,9722e-003
5957	3,0191e-003
5958	3,0126e-003
5959	3,0126e-003
5960	3,0191e-003
5961	3,0844e-003
5962	3,0774e-003
5963	3,0774e-003
5964	3,0844e-003
5965	3,1692e-003
5966	3,1616e-003
5967	3,1616e-003
5968	3,1692e-003
5969	3,2745e-003
5970	3,2661e-003
5971	3,2661e-003
5972	3,2745e-003
5973	3,4012e-003
5974	3,3919e-003
5975	3,3919e-003
5976	3,4012e-003
5977	3,5477e-003
5978	3,5374e-003
5979	3,5374e-003
5980	3,5477e-003
5981	3,7126e-003
5982	3,7012e-003
5983	3,7012e-003
5984	3,7126e-003
5985	3,8962e-003
5986	3,8837e-003
5987	3,8837e-003
5988	3,8962e-003
5989	5,0259e-003
5990	5,0221e-003
5991	5,0221e-003
5992	5,0259e-003
5993	5,0669e-003
5994	5,0704e-003
5995	5,0704e-003
5996	5,0669e-003
5997	5,0556e-003
5998	5,0528e-003
5999	5,0528e-003
6000	5,0556e-003
6001	5,4258e-003
6002	5,4376e-003
6003	5,4376e-003
6004	5,4258e-003
6005	5,5321e-003
6006	5,5138e-003
6007	5,5138e-003
6008	5,5321e-003
6009	7,5373e-003
6010	7,7619e-003
6011	7,7619e-003
6012	7,5373e-003
6013	7,0415e-003
6014	7,1763e-003
6015	7,1763e-003
6016	7,0415e-003
6017	6,5688e-003
6018	6,6226e-003
6019	6,6226e-003
6020	6,5688e-003
6021	6,1591e-003
6022	6,1667e-003
6023	6,1667e-003
6024	6,1591e-003
6025	5,7894e-003
6026	5,7779e-003
6027	5,7779e-003
6028	5,7894e-003
6029	4,9057e-003
6030	4,8927e-003
6031	4,8927e-003
6032	4,9057e-003
6033	4,6709e-003
6034	4,66e-003
6035	4,66e-003
6036	4,6709e-003
6037	4,4586e-003
6038	4,4495e-003
6039	4,4495e-003
6040	4,4586e-003
6041	4,2657e-003
6042	4,2578e-003
6043	4,2578e-003
6044	4,2657e-003
6045	4,0898e-003
6046	4,0827e-003
6047	4,0827e-003
6048	4,0898e-003
6049	3,9289e-003
6050	3,9226e-003
6051	3,9226e-003
6052	3,9289e-003
6053	3,7818e-003
6054	3,776e-003
6055	3,776e-003
6056	3,7818e-003
6057	3,6476e-003
6058	3,6421e-003
6059	3,6421e-003
6060	3,6476e-003
6061	3,5255e-003
6062	3,5203e-003
6063	3,5203e-003
6064	3,5255e-003
6065	3,4151e-003
6066	3,4101e-003
6067	3,4101e-003
6068	3,4151e-003
6069	3,3162e-003
6070	3,3114e-003
6071	3,3114e-003
6072	3,3162e-003
6073	3,229e-003
6074	3,2242e-003
6075	3,2242e-003
6076	3,229e-003
6077	3,1535e-003
6078	3,1488e-003
6079	3,1488e-003
6080	3,1535e-003
6081	3,0903e-003
6082	3,0855e-003
6083	3,0855e-003
6084	3,0903e-003
6085	3,0399e-003
6086	3,035e-003
6087	3,035e-003
6088	3,0399e-003
6089	3,0029e-003
6090	2,9979e-003
6091	2,9979e-003
6092	3,0029e-003
6093	2,9802e-003
6094	2,975e-003
6095	2,975e-003
6096	2,9802e-003
6097	2,9726e-003
6098	2,9672e-003
6099	2,9672e-003
6100	2,9726e-003
6101	2,9811e-003
6102	2,9753e-003
6103	2,9753e-003
6104	2,9811e-003
6105	3,0064e-003
6106	3,0003e-003
6107	3,0003e-003
6108	3,0064e-003
6109	3,0497e-003
6110	3,0431e-003
6111	3,0431e-003
6112	3,0497e-003
6113	3,1116e-003
6114	3,1045e-003
6115	3,1045e-003
6116	3,1116e-003
6117	3,1932e-003
6118	3,1856e-003
6119	3,1856e-003
6120	3,1932e-003
6121	3,2954e-003
6122	3,287e-003
6123	3,287e-003
6124	3,2954e-003
6125	4,1784e-003
6126	4,1648e-003
6127	4,1648e-003
6128	4,1784e-003
6129	5,4633e-003
6130	5,4473e-003
6131	5,4473e-003
6132	5,4633e-003
6133	5,3326e-003
6134	5,3192e-003
6135	5,3192e-003
6136	5,3326e-003
6137	5,1723e-003
6138	5,161e-003
6139	5,161e-003
6140	5,1723e-003
6141	4,9929e-003
6142	4,9831e-003
6143	4,9831e-003
6144	4,9929e-003
6145	4,8124e-003
6146	4,8038e-003
6147	4,8038e-003
6148	4,8124e-003
6149	4,6365e-003
6150	4,6289e-003
6151	4,6289e-003
6152	4,6365e-003
6153	4,4681e-003
6154	4,4612e-003
6155	4,4612e-003
6156	4,4681e-003
6157	4,1574e-003
6158	4,1517e-003
6159	4,1517e-003
6160	4,1574e-003
6161	4,0155e-003
6162	4,0102e-003
6163	4,0102e-003
6164	4,0155e-003
6165	3,8822e-003
6166	3,8772e-003
6167	3,8772e-003
6168	3,8822e-003
6169	3,7572e-003
6170	3,7525e-003
6171	3,7525e-003
6172	3,7572e-003
6173	3,6402e-003
6174	3,6357e-003
6175	3,6357e-003
6176	3,6402e-003
6177	3,5311e-003
6178	3,5267e-003
6179	3,5267e-003
6180	3,5311e-003
6181	3,4298e-003
6182	3,4254e-003
6183	3,4254e-003
6184	3,4298e-003
6185	3,3363e-003
6186	3,332e-003
6187	3,332e-003
6188	3,3363e-003
6189	3,251e-003
6190	3,2467e-003
6191	3,2467e-003
6192	3,251e-003
6193	3,1742e-003
6194	3,1698e-003
6195	3,1698e-003
6196	3,1742e-003
6197	3,1064e-003
6198	3,102e-003
6199	3,102e-003
6200	3,1064e-003
6201	3,0484e-003
6202	3,0439e-003
6203	3,0439e-003
6204	3,0484e-003
6205	3,0008e-003
6206	2,9962e-003
6207	2,9962e-003
6208	3,0008e-003
6209	2,9645e-003
6210	2,9598e-003
6211	2,9598e-003
6212	2,9645e-003
6213	2,9405e-003
6214	2,9356e-003
6215	2,9356e-003
6216	2,9405e-003
6217	2,9298e-003
6218	2,9246e-003
6219	2,9246e-003
6220	2,9298e-003
6221	2,9333e-003
6222	2,9278e-003
6223	2,9278e-003
6224	2,9333e-003
6225	2,952e-003
6226	2,9462e-003
6227	2,9462e-003
6228	2,952e-003
6229	2,987e-003
6230	2,9808e-003
6231	2,9808e-003
6232	2,987e-003
6233	3,0392e-003
6234	3,0325e-003
6235	3,0325e-003
6236	3,0392e-003
6237	3,1095e-003
6238	3,1022e-003
6239	3,1022e-003
6240	3,1095e-003
6241	3,1988e-003
6242	3,1909e-003
6243	3,1909e-003
6244	3,1988e-003
6245	3,308e-003
6246	3,2993e-003
6247	3,2993e-003
6248	3,308e-003
6249	3,4381e-003
6250	3,4286e-003
6251	3,4286e-003
6252	3,4381e-003
6253	3,5903e-003
6254	3,5797e-003
6255	3,5797e-003
6256	3,5903e-003
6257	3,7698e-003
6258	3,7581e-003
6259	3,7581e-003
6260	3,7698e-003
6261	3,9781e-003
6262	3,9652e-003
6263	3,9652e-003
6264	3,9781e-003
6265	4,2167e-003
6266	4,2033e-003
6267	4,2033e-003
6268	4,2167e-003
6269	4,8183e-003
6270	4,8092e-003
6271	4,8092e-003
6272	4,8183e-003
6273	5,1947e-003
6274	5,1963e-003
6275	5,1963e-003
6276	5,1947e-003
6277	4,5e-003
6278	4,4882e-003
6279	4,4882e-003
6280	4,5e-003
6281	4,4533e-003
6282	4,4407e-003
6283	4,4407e-003
6284	4,4533e-003
6285	4,2117e-003
6286	4,1997e-003
6287	4,1997e-003
6288	4,2117e-003
6289	7,8873e-003
6290	8,0838e-003
6291	8,0838e-003
6292	7,8873e-003
6293	4,784e-003
6294	4,7749e-003
6295	4,7749e-003
6296	4,784e-003
6297	8,2477e-003
6298	8,1124e-003
6299	8,1124e-003
6300	8,2477e-003
6301	7,7595e-003
6302	8,0757e-003
6303	8,0757e-003
6304	7,7595e-003
6305	7,1702e-003
6306	7,3205e-003
6307	7,3205e-003
6308	7,1702e-003
6309	6,6276e-003
6310	6,6916e-003
6311	6,6916e-003
6312	6,6276e-003
6313	5,1668e-003
6314	5,1516e-003
6315	5,1516e-003
6316	5,1668e-003
6317	4,9051e-003
6318	4,8921e-003
6319	4,8921e-003
6320	4,9051e-003
6321	4,6703e-003
6322	4,6595e-003
6323	4,6595e-003
6324	4,6703e-003
6325	4,4581e-003
6326	4,4489e-003
6327	4,4489e-003
6328	4,4581e-003
6329	4,2652e-003
6330	4,2572e-003
6331	4,2572e-003
6332	4,2652e-003
6333	4,0892e-003
6334	4,0822e-003
6335	4,0822e-003
6336	4,0892e-003
6337	3,9284e-003
6338	3,922e-003
6339	3,922e-003
6340	3,9284e-003
6341	3,7813e-003
6342	3,7755e-003
6343	3,7755e-003
6344	3,7813e-003
6345	3,6471e-003
6346	3,6416e-003
6347	3,6416e-003
6348	3,6471e-003
6349	3,525e-003
6350	3,5198e-003
6351	3,5198e-003
6352	3,525e-003
6353	3,4146e-003
6354	3,4096e-003
6355	3,4096e-003
6356	3,4146e-003
6357	3,3158e-003
6358	3,311e-003
6359	3,311e-003
6360	3,3158e-003
6361	3,2286e-003
6362	3,2238e-003
6363	3,2238e-003
6364	3,2286e-003
6365	3,1532e-003
6366	3,1484e-003
6367	3,1484e-003
6368	3,1532e-003
6369	3,09e-003
6370	3,0852e-003
6371	3,0852e-003
6372	3,09e-003
6373	3,0396e-003
6374	3,0348e-003
6375	3,0348e-003
6376	3,0396e-003
6377	3,0028e-003
6378	2,9978e-003
6379	2,9978e-003
6380	3,0028e-003
6381	2,9801e-003
6382	2,9749e-003
6383	2,9749e-003
6384	2,9801e-003
6385	2,9726e-003
6386	2,9672e-003
6387	2,9672e-003
6388	2,9726e-003
6389	2,9812e-003
6390	2,9754e-003
6391	2,9754e-003
6392	2,9812e-003
6393	3,0067e-003
6394	3,0005e-003
6395	3,0005e-003
6396	3,0067e-003
6397	3,05e-003
6398	3,0435e-003
6399	3,0435e-003
6400	3,05e-003
6401	3,1121e-003
6402	3,105e-003
6403	3,105e-003
6404	3,1121e-003
6405	3,1939e-003
6406	3,1862e-003
6407	3,1862e-003
6408	3,1939e-003
6409	3,2963e-003
6410	3,2878e-003
6411	3,2878e-003
6412	3,2963e-003
6413	3,4202e-003
6414	3,4109e-003
6415	3,4109e-003
6416	3,4202e-003
6417	3,5668e-003
6418	3,5565e-003
6419	3,5565e-003
6420	3,5668e-003
6421	3,9495e-003
6422	3,9368e-003
6423	3,9368e-003
6424	3,9495e-003
6425	4,19e-003
6426	4,1763e-003
6427	4,1763e-003
6428	4,19e-003
6429	4,44e-003
6430	4,4251e-003
6431	4,4251e-003
6432	4,44e-003
6433	5,514e-003
6434	5,5299e-003
6435	5,5299e-003
6436	5,514e-003
6437	7,9498e-003
6438	7,9214e-003
6439	7,9214e-003
6440	7,9498e-003
6441	8,3016e-003
6442	7,6136e-003
6443	7,6136e-003
6444	8,3016e-003
6445	5,5774e-003
6446	5,5928e-003
6447	5,5928e-003
6448	5,5774e-003
6449	5,4393e-003
6450	5,4495e-003
6451	5,4495e-003
6452	5,4393e-003
6453	7,3754e-003
6454	7,6106e-003
6455	7,6106e-003
6456	7,3754e-003
6457	6,8353e-003
6458	7,0001e-003
6459	7,0001e-003
6460	6,8353e-003
6461	6,3436e-003
6462	6,4125e-003
6463	6,4125e-003
6464	6,3436e-003
6465	5,5855e-003
6466	5,5789e-003
6467	5,5789e-003
6468	5,5855e-003
6469	5,2762e-003
6470	5,2631e-003
6471	5,2631e-003
6472	5,2762e-003
6473	5,0034e-003
6474	4,9903e-003
6475	4,9903e-003
6476	5,0034e-003
6477	4,76e-003
6478	4,7484e-003
6479	4,7484e-003
6480	4,76e-003
6481	4,5407e-003
6482	4,5309e-003
6483	4,5309e-003
6484	4,5407e-003
6485	4,342e-003
6486	4,3336e-003
6487	4,3336e-003
6488	4,342e-003
6489	4,161e-003
6490	4,1537e-003
6491	4,1537e-003
6492	4,161e-003
6493	3,9957e-003
6494	3,9892e-003
6495	3,9892e-003
6496	3,9957e-003
6497	3,8447e-003
6498	3,8387e-003
6499	3,8387e-003
6500	3,8447e-003
6501	3,7066e-003
6502	3,7011e-003
6503	3,7011e-003
6504	3,7066e-003
6505	3,5808e-003
6506	3,5756e-003
6507	3,5756e-003
6508	3,5808e-003
6509	3,4666e-003
6510	3,4616e-003
6511	3,4616e-003
6512	3,4666e-003
6513	3,3635e-003
6514	3,3587e-003
6515	3,3587e-003
6516	3,3635e-003
6517	3,2715e-003
6518	3,2667e-003
6519	3,2667e-003
6520	3,2715e-003
6521	3,1904e-003
6522	3,1857e-003
6523	3,1857e-003
6524	3,1904e-003
6525	3,1207e-003
6526	3,1159e-003
6527	3,1159e-003
6528	3,1207e-003
6529	3,0624e-003
6530	3,0576e-003
6531	3,0576e-003
6532	3,0624e-003
6533	3,0163e-003
6534	3,0113e-003
6535	3,0113e-003
6536	3,0163e-003
6537	2,9828e-003
6538	2,9777e-003
6539	2,9777e-003
6540	2,9828e-003
6541	2,9629e-003
6542	2,9575e-003
6543	2,9575e-003
6544	2,9629e-003
6545	2,9572e-003
6546	2,9515e-003
6547	2,9515e-003
6548	2,9572e-003
6549	2,9667e-003
6550	2,9607e-003
6551	2,9607e-003
6552	2,9667e-003
6553	2,9924e-003
6554	2,986e-003
6555	2,986e-003
6556	2,9924e-003
6557	3,0353e-003
6558	3,0284e-003
6559	3,0284e-003
6560	3,0353e-003
6561	3,0965e-003
6562	3,0891e-003
6563	3,0891e-003
6564	3,0965e-003
6565	3,177e-003
6566	3,169e-003
6567	3,169e-003
6568	3,177e-003
6569	3,2783e-003
6570	3,2695e-003
6571	3,2695e-003
6572	3,2783e-003
6573	3,4016e-003
6574	3,392e-003
6575	3,392e-003
6576	3,4016e-003
6577	3,5466e-003
6578	3,5361e-003
6579	3,5361e-003
6580	3,5466e-003
6581	3,7186e-003
6582	3,7072e-003
6583	3,7072e-003
6584	3,7186e-003
6585	4,1363e-003
6586	4,1236e-003
6587	4,1236e-003
6588	4,1363e-003
6589	3,9252e-003
6590	3,9129e-003
6591	3,9129e-003
6592	3,9252e-003
6593	5,6384e-003
6594	5,6538e-003
6595	5,6538e-003
6596	5,6384e-003
6597	4,0721e-003
6598	4,0597e-003
6599	4,0597e-003
6600	4,0721e-003
6601	3,5335e-003
6602	3,523e-003
6603	3,523e-003
6604	3,5335e-003
6605	3,3882e-003
6606	3,3786e-003
6607	3,3786e-003
6608	3,3882e-003
6609	3,2629e-003
6610	3,2541e-003
6611	3,2541e-003
6612	3,2629e-003
6613	3,1596e-003
6614	3,1516e-003
6615	3,1516e-003
6616	3,1596e-003
6617	3,077e-003
6618	3,0696e-003
6619	3,0696e-003
6620	3,077e-003
6621	3,0137e-003
6622	3,0068e-003
6623	3,0068e-003
6624	3,0137e-003
6625	2,9686e-003
6626	2,9622e-003
6627	2,9622e-003
6628	2,9686e-003
6629	2,9405e-003
6630	2,9345e-003
6631	2,9345e-003
6632	2,9405e-003
6633	2,9282e-003
6634	2,9226e-003
6635	2,9226e-003
6636	2,9282e-003
6637	2,9308e-003
6638	2,9255e-003
6639	2,9255e-003
6640	2,9308e-003
6641	2,9472e-003
6642	2,9421e-003
6643	2,9421e-003
6644	2,9472e-003
6645	2,9762e-003
6646	2,9714e-003
6647	2,9714e-003
6648	2,9762e-003
6649	3,0171e-003
6650	3,0124e-003
6651	3,0124e-003
6652	3,0171e-003
6653	3,0689e-003
6654	3,0644e-003
6655	3,0644e-003
6656	3,0689e-003
6657	3,1309e-003
6658	3,1265e-003
6659	3,1265e-003
6660	3,1309e-003
6661	3,2025e-003
6662	3,198e-003
6663	3,198e-003
6664	3,2025e-003
6665	3,283e-003
6666	3,2786e-003
6667	3,2786e-003
6668	3,283e-003
6669	3,3722e-003
6670	3,3678e-003
6671	3,3678e-003
6672	3,3722e-003
6673	3,4699e-003
6674	3,4655e-003
6675	3,4655e-003
6676	3,4699e-003
6677	3,5761e-003
6678	3,5716e-003
6679	3,5716e-003
6680	3,5761e-003
6681	3,691e-003
6682	3,6864e-003
6683	3,6864e-003
6684	3,691e-003
6685	3,815e-003
6686	3,8101e-003
6687	3,8101e-003
6688	3,815e-003
6689	3,9486e-003
6690	3,9434e-003
6691	3,9434e-003
6692	3,9486e-003
6693	4,0928e-003
6694	4,0871e-003
6695	4,0871e-003
6696	4,0928e-003
6697	4,2483e-003
6698	4,2421e-003
6699	4,2421e-003
6700	4,2483e-003
6701	4,4163e-003
6702	4,4093e-003
6703	4,4093e-003
6704	4,4163e-003
6705	4,5979e-003
6706	4,5897e-003
6707	4,5897e-003
6708	4,5979e-003
6709	4,7936e-003
6710	4,784e-003
6711	4,784e-003
6712	4,7936e-003
6713	5,0037e-003
6714	4,9919e-003
6715	4,9919e-003
6716	5,0037e-003
6717	5,2267e-003
6718	5,2118e-003
6719	5,2118e-003
6720	5,2267e-003
6721	5,4588e-003
6722	5,4394e-003
6723	5,4394e-003
6724	5,4588e-003
6725	5,6948e-003
6726	5,6687e-003
6727	5,6687e-003
6728	5,6948e-003
6729	5,9161e-003
6730	5,8816e-003
6731	5,8816e-003
6732	5,9161e-003
6733	5,9979e-003
6734	5,9634e-003
6735	5,9634e-003
6736	5,9979e-003
6737	4,7665e-003
6738	4,7589e-003
6739	4,7589e-003
6740	4,7665e-003
6741	4,217e-003
6742	4,2048e-003
6743	4,2048e-003
6744	4,217e-003
6745	3,9679e-003
6746	3,9555e-003
6747	3,9555e-003
6748	3,9679e-003
6749	3,7582e-003
6750	3,7465e-003
6751	3,7465e-003
6752	3,7582e-003
6753	3,5777e-003
6754	3,567e-003
6755	3,567e-003
6756	3,5777e-003
6757	3,425e-003
6758	3,4151e-003
6759	3,4151e-003
6760	3,425e-003
6761	3,2959e-003
6762	3,2869e-003
6763	3,2869e-003
6764	3,2959e-003
6765	3,1885e-003
6766	3,1802e-003
6767	3,1802e-003
6768	3,1885e-003
6769	3,1014e-003
6770	3,0937e-003
6771	3,0937e-003
6772	3,1014e-003
6773	3,0332e-003
6774	3,0261e-003
6775	3,0261e-003
6776	3,0332e-003
6777	2,9828e-003
6778	2,9762e-003
6779	2,9762e-003
6780	2,9828e-003
6781	2,9492e-003
6782	2,943e-003
6783	2,943e-003
6784	2,9492e-003
6785	2,9313e-003
6786	2,9255e-003
6787	2,9255e-003
6788	2,9313e-003
6789	2,928e-003
6790	2,9225e-003
6791	2,9225e-003
6792	2,928e-003
6793	2,9384e-003
6794	2,9332e-003
6795	2,9332e-003
6796	2,9384e-003
6797	2,9614e-003
6798	2,9565e-003
6799	2,9565e-003
6800	2,9614e-003
6801	2,9962e-003
6802	2,9915e-003
6803	2,9915e-003
6804	2,9962e-003
6805	3,042e-003
6806	3,0373e-003
6807	3,0373e-003
6808	3,042e-003
6809	3,0978e-003
6810	3,0933e-003
6811	3,0933e-003
6812	3,0978e-003
6813	3,1631e-003
6814	3,1586e-003
6815	3,1586e-003
6816	3,1631e-003
6817	3,2373e-003
6818	3,2329e-003
6819	3,2329e-003
6820	3,2373e-003
6821	3,32e-003
6822	3,3157e-003
6823	3,3157e-003
6824	3,32e-003
6825	3,411e-003
6826	3,4066e-003
6827	3,4066e-003
6828	3,411e-003
6829	3,5101e-003
6830	3,5057e-003
6831	3,5057e-003
6832	3,5101e-003
6833	3,6175e-003
6834	3,6129e-003
6835	3,6129e-003
6836	3,6175e-003
6837	3,7333e-003
6838	3,7285e-003
6839	3,7285e-003
6840	3,7333e-003
6841	3,858e-003
6842	3,853e-003
6843	3,853e-003
6844	3,858e-003
6845	3,9922e-003
6846	3,9869e-003
6847	3,9869e-003
6848	3,9922e-003
6849	4,1368e-003
6850	4,131e-003
6851	4,131e-003
6852	4,1368e-003
6853	4,2927e-003
6854	4,2863e-003
6855	4,2863e-003
6856	4,2927e-003
6857	4,4609e-003
6858	4,4536e-003
6859	4,4536e-003
6860	4,4609e-003
6861	4,6422e-003
6862	4,6337e-003
6863	4,6337e-003
6864	4,6422e-003
6865	4,8373e-003
6866	4,8273e-003
6867	4,8273e-003
6868	4,8373e-003
6869	5,4857e-003
6870	5,4656e-003
6871	5,4656e-003
6872	5,4857e-003
6873	4,8666e-003
6874	4,8614e-003
6875	4,8614e-003
6876	4,8666e-003
6877	5,1751e-003
6878	5,1787e-003
6879	5,1787e-003
6880	5,1751e-003
6881	4,3265e-003
6882	4,3165e-003
6883	4,3165e-003
6884	4,3265e-003
6885	7,7535e-003
6886	7,3691e-003
6887	7,3691e-003
6888	7,7535e-003
6889	7,4003e-003
6890	7,6171e-003
6891	7,6171e-003
6892	7,4003e-003
6893	6,3541e-003
6894	6,423e-003
6895	6,423e-003
6896	6,3541e-003
6897	5,9401e-003
6898	5,9568e-003
6899	5,9568e-003
6900	5,9401e-003
6901	5,5852e-003
6902	5,5783e-003
6903	5,5783e-003
6904	5,5852e-003
6905	5,2756e-003
6906	5,2626e-003
6907	5,2626e-003
6908	5,2756e-003
6909	5,0029e-003
6910	4,9897e-003
6911	4,9897e-003
6912	5,0029e-003
6913	4,7594e-003
6914	4,7479e-003
6915	4,7479e-003
6916	4,7594e-003
6917	4,5402e-003
6918	4,5304e-003
6919	4,5304e-003
6920	4,5402e-003
6921	4,3414e-003
6922	4,3331e-003
6923	4,3331e-003
6924	4,3414e-003
6925	4,1604e-003
6926	4,1531e-003
6927	4,1531e-003
6928	4,1604e-003
6929	3,9952e-003
6930	3,9887e-003
6931	3,9887e-003
6932	3,9952e-003
6933	3,8441e-003
6934	3,8382e-003
6935	3,8382e-003
6936	3,8441e-003
6937	3,7061e-003
6938	3,7006e-003
6939	3,7006e-003
6940	3,7061e-003
6941	3,5803e-003
6942	3,5751e-003
6943	3,5751e-003
6944	3,5803e-003
6945	3,4661e-003
6946	3,4611e-003
6947	3,4611e-003
6948	3,4661e-003
6949	3,3631e-003
6950	3,3582e-003
6951	3,3582e-003
6952	3,3631e-003
6953	3,271e-003
6954	3,2663e-003
6955	3,2663e-003
6956	3,271e-003
6957	3,1901e-003
6958	3,1854e-003
6959	3,1854e-003
6960	3,1901e-003
6961	3,1203e-003
6962	3,1156e-003
6963	3,1156e-003
6964	3,1203e-003
6965	3,0621e-003
6966	3,0573e-003
6967	3,0573e-003
6968	3,0621e-003
6969	3,0161e-003
6970	3,0111e-003
6971	3,0111e-003
6972	3,0161e-003
6973	2,9827e-003
6974	2,9775e-003
6975	2,9775e-003
6976	2,9827e-003
6977	2,9628e-003
6978	2,9574e-003
6979	2,9574e-003
6980	2,9628e-003
6981	2,9572e-003
6982	2,9515e-003
6983	2,9515e-003
6984	2,9572e-003
6985	2,9668e-003
6986	2,9608e-003
6987	2,9608e-003
6988	2,9668e-003
6989	2,9926e-003
6990	2,9862e-003
6991	2,9862e-003
6992	2,9926e-003
6993	3,0357e-003
6994	3,0288e-003
6995	3,0288e-003
6996	3,0357e-003
6997	3,097e-003
6998	3,0895e-003
6999	3,0895e-003
7000	3,097e-003
7001	3,1777e-003
7002	3,1696e-003
7003	3,1696e-003
7004	3,1777e-003
7005	3,2791e-003
7006	3,2703e-003
7007	3,2703e-003
7008	3,2791e-003
7009	3,4026e-003
7010	3,393e-003
7011	3,393e-003
7012	3,4026e-003
7013	3,55e-003
7014	3,5395e-003
7015	3,5395e-003
7016	3,55e-003
7017	3,7269e-003
7018	3,7154e-003
7019	3,7154e-003
7020	3,7269e-003
7021	3,935e-003
7022	3,9226e-003
7023	3,9226e-003
7024	3,935e-003
7025	4,1818e-003
7026	4,1692e-003
7027	4,1692e-003
7028	4,1818e-003
7029	4,4761e-003
7030	4,4651e-003
7031	4,4651e-003
7032	4,4761e-003
7033	4,8514e-003
7034	4,8468e-003
7035	4,8468e-003
7036	4,8514e-003
7037	5,3996e-003
7038	5,4091e-003
7039	5,4091e-003
7040	5,3996e-003
7041	5,3762e-003
7042	5,3859e-003
7043	5,3859e-003
7044	5,3762e-003
7045	3,5016e-003
7046	3,4911e-003
7047	3,4911e-003
7048	3,5016e-003
7049	3,3549e-003
7050	3,3452e-003
7051	3,3452e-003
7052	3,3549e-003
7053	3,2333e-003
7054	3,2243e-003
7055	3,2243e-003
7056	3,2333e-003
7057	3,1339e-003
7058	3,1256e-003
7059	3,1256e-003
7060	3,1339e-003
7061	3,0552e-003
7062	3,0475e-003
7063	3,0475e-003
7064	3,0552e-003
7065	2,9954e-003
7066	2,9883e-003
7067	2,9883e-003
7068	2,9954e-003
7069	2,9533e-003
7070	2,9467e-003
7071	2,9467e-003
7072	2,9533e-003
7073	2,9277e-003
7074	2,9215e-003
7075	2,9215e-003
7076	2,9277e-003
7077	2,9174e-003
7078	2,9116e-003
7079	2,9116e-003
7080	2,9174e-003
7081	2,9216e-003
7082	2,9161e-003
7083	2,9161e-003
7084	2,9216e-003
7085	2,9392e-003
7086	2,934e-003
7087	2,934e-003
7088	2,9392e-003
7089	2,9694e-003
7090	2,9644e-003
7091	2,9644e-003
7092	2,9694e-003
7093	3,0116e-003
7094	3,0068e-003
7095	3,0068e-003
7096	3,0116e-003
7097	3,065e-003
7098	3,0603e-003
7099	3,0603e-003
7100	3,065e-003
7101	3,1293e-003
7102	3,1247e-003
7103	3,1247e-003
7104	3,1293e-003
7105	3,2041e-003
7106	3,1996e-003
7107	3,1996e-003
7108	3,2041e-003
7109	3,2892e-003
7110	3,2847e-003
7111	3,2847e-003
7112	3,2892e-003
7113	3,3847e-003
7114	3,38e-003
7115	3,38e-003
7116	3,3847e-003
7117	3,4905e-003
7118	3,4857e-003
7119	3,4857e-003
7120	3,4905e-003
7121	3,6071e-003
7122	3,602e-003
7123	3,602e-003
7124	3,6071e-003
7125	3,7349e-003
7126	3,7295e-003
7127	3,7295e-003
7128	3,7349e-003
7129	3,8745e-003
7130	3,8687e-003
7131	3,8687e-003
7132	3,8745e-003
7133	4,0268e-003
7134	4,0203e-003
7135	4,0203e-003
7136	4,0268e-003
7137	4,1929e-003
7138	4,1856e-003
7139	4,1856e-003
7140	4,1929e-003
7141	4,3742e-003
7142	4,3657e-003
7143	4,3657e-003
7144	4,3742e-003
7145	4,5724e-003
7146	4,5627e-003
7147	4,5627e-003
7148	4,5724e-003
7149	4,7901e-003
7150	4,7794e-003
7151	4,7794e-003
7152	4,7901e-003
7153	5,0308e-003
