Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
77	-6,9615	-51,203	-0,11647	8,1633
78	-7,6614	-50,451	-0,11647	8,7168
78	-7,6614	-50,451	-0,11647	8,7168
79	-8,282	-49,628	-0,11647	9,5891
79	-8,282	-49,628	-0,11647	9,5891
80	32,452	-4,848	-0,11647	23,959
80	32,452	-4,848	-0,11647	23,959
81	31,969	-5,7459	-0,11647	25,675
81	31,969	-5,7459	-0,11647	25,675
82	31,49	-6,6349	-0,11647	26,466
82	31,49	-6,6349	-0,11647	26,466
83	31,01	-7,5259	-0,11647	26,282
83	31,01	-7,5259	-0,11647	26,282
84	30,525	-8,4276	-0,11647	25,49
84	30,525	-8,4276	-0,11647	25,49
85	30,043	-9,3225	-0,11647	24,319
85	30,043	-9,3225	-0,11647	24,319
86	29,564	-10,211	-0,11647	22,967
86	29,564	-10,211	-0,11647	22,967
87	29,083	-11,104	-0,11647	21,57
87	29,083	-11,104	-0,11647	21,57
88	28,595	-12,011	-0,11647	20,233
88	28,595	-12,011	-0,11647	20,233
89	28,114	-12,904	-0,11647	19,024
89	28,114	-12,904	-0,11647	19,024
90	27,631	-13,802	-0,11647	17,965
90	27,631	-13,802	-0,11647	17,965
91	27,143	-14,708	-0,11647	17,054
91	27,143	-14,708	-0,11647	17,054
92	26,652	-15,62	-0,11647	16,291
92	26,652	-15,62	-0,11647	16,291
93	26,168	-16,518	-0,11647	15,665
93	26,168	-16,518	-0,11647	15,665
94	25,668	-17,447	-0,11647	15,151
94	25,668	-17,447	-0,11647	15,151
95	25,166	-18,38	-0,11647	14,761
95	25,166	-18,38	-0,11647	14,761
96	24,679	-19,284	-0,11647	14,48
96	24,679	-19,284	-0,11647	14,48
97	24,187	-20,198	-0,11647	14,284
97	24,187	-20,198	-0,11647	14,284
98	23,669	-21,159	-0,11647	14,177
98	23,669	-21,159	-0,11647	14,177
99	23,164	-22,098	-0,11647	14,162
99	23,164	-22,098	-0,11647	14,162
100	22,684	-22,99	-0,11647	14,219
100	22,684	-22,99	-0,11647	14,219
101	22,182	-23,922	-0,11647	14,341
101	22,182	-23,922	-0,11647	14,341
102	21,658	-24,895	-0,11647	14,541
102	21,658	-24,895	-0,11647	14,541
103	21,152	-25,833	-0,11647	14,808
103	21,152	-25,833	-0,11647	14,808
104	20,646	-26,774	-0,11647	15,13
104	20,646	-26,774	-0,11647	15,13
105	20,124	-27,743	-0,11647	15,514
105	20,124	-27,743	-0,11647	15,514
106	19,612	-28,695	-0,11647	15,949
106	19,612	-28,695	-0,11647	15,949
107	19,09	-29,663	-0,11647	16,434
107	19,09	-29,663	-0,11647	16,434
108	18,551	-30,665	-0,11647	16,967
108	18,551	-30,665	-0,11647	16,967
109	18,029	-31,635	-0,11647	17,524
109	18,029	-31,635	-0,11647	17,524
110	17,52	-32,579	-0,11647	18,093
110	17,52	-32,579	-0,11647	18,093
111	16,963	-33,614	-0,11647	18,686
111	16,963	-33,614	-0,11647	18,686
112	16,415	-34,631	-0,11647	19,269
112	16,415	-34,631	-0,11647	19,269
113	15,917	-35,557	-0,11647	19,79
113	15,917	-35,557	-0,11647	19,79
114	15,395	-36,526	-0,11647	20,249
114	15,395	-36,526	-0,11647	20,249
115	14,841	-37,554	-0,11647	20,629
115	14,841	-37,554	-0,11647	20,629
116	14,325	-38,513	-0,11647	20,875
116	14,325	-38,513	-0,11647	20,875
117	13,837	-39,419	-0,11647	20,946
117	13,837	-39,419	-0,11647	20,946
118	13,304	-40,409	-0,11647	20,806
118	13,304	-40,409	-0,11647	20,806
119	12,766	-41,408	-0,11647	20,431
119	12,766	-41,408	-0,11647	20,431
120	12,259	-42,35	-0,11647	19,812
120	12,259	-42,35	-0,11647	19,812
121	11,753	-43,29	-0,11647	18,949
121	11,753	-43,29	-0,11647	18,949
122	11,242	-44,238	-0,11647	17,879
122	11,242	-44,238	-0,11647	17,879
123	10,743	-45,164	-0,11647	16,686
123	10,743	-45,164	-0,11647	16,686
124	10,263	-46,056	-0,11647	15,437
124	10,263	-46,056	-0,11647	15,437
125	9,7785	-46,956	-0,11647	14,113
125	9,7785	-46,956	-0,11647	14,113
126	9,2882	-47,867	-0,11647	12,591
126	9,2882	-47,867	-0,11647	12,591
127	32,452	4,615	-0,11647	23,911
127	32,452	4,615	-0,11647	23,911
128	32,88	3,7166	-0,11647	22,335
128	32,88	3,7166	-0,11647	22,335
129	33,212	2,7905	-0,11647	21,662
129	33,212	2,7905	-0,11647	21,662
130	33,452	1,8368	-0,11647	21,688
130	33,452	1,8368	-0,11647	21,688
131	33,597	0,86442	-0,11647	21,908
131	33,597	0,86442	-0,11647	21,908
132	33,645	-0,11749	-0,11647	22,135
132	33,645	-0,11749	-0,11647	22,135
133	33,597	-1,0994	-0,11647	22,185
133	33,597	-1,0994	-0,11647	22,185
134	33,452	-2,0718	-0,11647	22,053
134	33,452	-2,0718	-0,11647	22,053
135	33,212	-3,0254	-0,11647	21,973
135	33,212	-3,0254	-0,11647	21,973
136	32,878	-3,9525	-0,11647	22,465
136	32,878	-3,9525	-0,11647	22,465
137	8,6198	48,875	-0,11647	16,562
137	8,6198	48,875	-0,11647	16,562
138	9,0945	47,994	-0,11647	20,298
138	9,0945	47,994	-0,11647	20,298
139	9,5791	47,094	-0,11647	23,839
139	9,5791	47,094	-0,11647	23,839
140	10,061	46,199	-0,11647	26,693
140	10,061	46,199	-0,11647	26,693
141	10,535	45,319	-0,11647	28,662
141	10,535	45,319	-0,11647	28,662
142	11,017	44,423	-0,11647	29,828
142	11,017	44,423	-0,11647	29,828
143	11,52	43,489	-0,11647	30,358
143	11,52	43,489	-0,11647	30,358
144	12,032	42,539	-0,11647	30,328
144	12,032	42,539	-0,11647	30,328
145	12,538	41,599	-0,11647	29,858
145	12,538	41,599	-0,11647	29,858
146	13,057	40,636	-0,11647	29,064
146	13,057	40,636	-0,11647	29,064
147	13,585	39,655	-0,11647	28,072
147	13,585	39,655	-0,11647	28,072
148	14,081	38,732	-0,11647	27,003
148	14,081	38,732	-0,11647	27,003
149	14,575	37,815	-0,11647	25,88
149	14,575	37,815	-0,11647	25,88
150	15,108	36,827	-0,11647	24,709
150	15,108	36,827	-0,11647	24,709
151	15,634	35,849	-0,11647	23,578
151	15,634	35,849	-0,11647	23,578
152	16,116	34,954	-0,11647	22,525
152	16,116	34,954	-0,11647	22,525
153	16,627	34,004	-0,11647	21,49
153	16,627	34,004	-0,11647	21,49
154	17,175	32,987	-0,11647	20,484
154	17,175	32,987	-0,11647	20,484
155	17,692	32,026	-0,11647	19,576
155	17,692	32,026	-0,11647	19,576
156	18,184	31,113	-0,11647	18,75
156	18,184	31,113	-0,11647	18,75
157	18,715	30,127	-0,11647	17,964
157	18,715	30,127	-0,11647	17,964
158	19,255	29,125	-0,11647	17,252
158	19,255	29,125	-0,11647	17,252
159	19,755	28,195	-0,11647	16,635
159	19,755	28,195	-0,11647	16,635
160	20,265	27,249	-0,11647	16,086
160	20,265	27,249	-0,11647	16,086
161	20,784	26,285	-0,11647	15,609
161	20,784	26,285	-0,11647	15,609
162	21,291	25,343	-0,11647	15,214
162	21,291	25,343	-0,11647	15,214
163	21,793	24,41	-0,11647	14,892
163	21,793	24,41	-0,11647	14,892
164	22,305	23,46	-0,11647	14,648
164	22,305	23,46	-0,11647	14,648
165	22,794	22,551	-0,11647	14,489
165	22,794	22,551	-0,11647	14,489
166	23,28	21,65	-0,11647	14,403
166	23,28	21,65	-0,11647	14,403
167	23,788	20,706	-0,11647	14,4
167	23,788	20,706	-0,11647	14,4
168	24,292	19,769	-0,11647	14,492
168	24,292	19,769	-0,11647	14,492
169	24,768	18,885	-0,11647	14,672
169	24,768	18,885	-0,11647	14,672
170	25,253	17,986	-0,11647	14,943
170	25,253	17,986	-0,11647	14,943
171	25,752	17,059	-0,11647	15,328
171	25,752	17,059	-0,11647	15,328
172	26,243	16,147	-0,11647	15,834
172	26,243	16,147	-0,11647	15,834
173	26,718	15,265	-0,11647	16,451
173	26,718	15,265	-0,11647	16,451
174	27,204	14,362	-0,11647	17,207
174	27,204	14,362	-0,11647	17,207
175	27,688	13,462	-0,11647	18,118
175	27,688	13,462	-0,11647	18,118
176	28,168	12,571	-0,11647	19,177
176	28,168	12,571	-0,11647	19,177
177	28,644	11,688	-0,11647	20,382
177	28,644	11,688	-0,11647	20,382
178	29,125	10,795	-0,11647	21,715
178	29,125	10,795	-0,11647	21,715
179	29,598	9,9156	-0,11647	23,11
179	29,598	9,9156	-0,11647	23,11
180	30,071	9,0372	-0,11647	24,458
180	30,071	9,0372	-0,11647	24,458
181	30,548	8,1521	-0,11647	25,613
181	30,548	8,1521	-0,11647	25,613
182	31,027	7,2626	-0,11647	26,375
182	31,027	7,2626	-0,11647	26,375
183	31,5	6,3836	-0,11647	26,638
183	31,5	6,3836	-0,11647	26,638
184	31,973	5,5052	-0,11647	25,75
184	31,973	5,5052	-0,11647	25,75
185	-8,6198	48,875	-0,11647	16,413
185	-8,6198	48,875	-0,11647	16,413
186	-8,1027	49,728	-0,11647	13,432
186	-8,1027	49,728	-0,11647	13,432
187	-7,4933	50,534	-0,11647	11,706
187	-7,4933	50,534	-0,11647	11,706
188	-6,8097	51,268	-0,11647	10,928
188	-6,8097	51,268	-0,11647	10,928
189	-6,0522	51,929	-0,11647	10,825
189	-6,0522	51,929	-0,11647	10,825
190	-5,2298	52,51	-0,11647	11,267
190	-5,2298	52,51	-0,11647	11,267
191	-4,3605	52,999	-0,11647	12,108
191	-4,3605	52,999	-0,11647	12,108
192	-3,4426	53,399	-0,11647	13,164
192	-3,4426	53,399	-0,11647	13,164
193	-2,4779	53,705	-0,11647	14,258
193	-2,4779	53,705	-0,11647	14,258
194	-1,4916	53,91	-0,11647	15,237
194	-1,4916	53,91	-0,11647	15,237
195	-0,49505	54,011	-0,11647	15,785
195	-0,49505	54,011	-0,11647	15,785
196	0,50372	54,011	-0,11647	15,846
196	0,50372	54,011	-0,11647	15,846
197	1,5002	53,908	-0,11647	15,318
197	1,5002	53,908	-0,11647	15,318
198	2,4864	53,703	-0,11647	14,408
198	2,4864	53,703	-0,11647	14,408
199	3,4509	53,396	-0,11647	13,251
199	3,4509	53,396	-0,11647	13,251
200	4,3683	52,995	-0,11647	12,116
200	4,3683	52,995	-0,11647	12,116
201	5,2372	52,505	-0,11647	11,276
201	5,2372	52,505	-0,11647	11,276
202	6,0591	51,924	-0,11647	10,885
202	6,0591	51,924	-0,11647	10,885
203	6,8159	51,261	-0,11647	11,05
203	6,8159	51,261	-0,11647	11,05
204	7,499	50,527	-0,11647	11,865
204	7,499	50,527	-0,11647	11,865
205	8,1076	49,721	-0,11647	13,578
205	8,1076	49,721	-0,11647	13,578
206	-31,969	5,5123	-0,11647	25,705
206	-31,969	5,5123	-0,11647	25,705
207	-31,496	6,3906	-0,11647	26,567
207	-31,496	6,3906	-0,11647	26,567
208	-31,023	7,2695	-0,11647	26,347
208	-31,023	7,2695	-0,11647	26,347
209	-30,544	8,1588	-0,11647	25,564
209	-30,544	8,1588	-0,11647	25,564
210	-30,068	9,0438	-0,11647	24,422
210	-30,068	9,0438	-0,11647	24,422
211	-29,595	9,922	-0,11647	23,102
211	-29,595	9,922	-0,11647	23,102
212	-29,121	10,801	-0,11647	21,729
212	-29,121	10,801	-0,11647	21,729
213	-28,641	11,694	-0,11647	20,404
213	-28,641	11,694	-0,11647	20,404
214	-28,165	12,577	-0,11647	19,202
214	-28,165	12,577	-0,11647	19,202
215	-27,685	13,468	-0,11647	18,141
215	-27,685	13,468	-0,11647	18,141
216	-27,201	14,367	-0,11647	17,227
216	-27,201	14,367	-0,11647	17,227
217	-26,715	15,27	-0,11647	16,468
217	-26,715	15,27	-0,11647	16,468
218	-26,24	16,152	-0,11647	15,848
218	-26,24	16,152	-0,11647	15,848
219	-25,749	17,064	-0,11647	15,34
219	-25,749	17,064	-0,11647	15,34
220	-25,25	17,991	-0,11647	14,954
220	-25,25	17,991	-0,11647	14,954
221	-24,766	18,89	-0,11647	14,683
221	-24,766	18,89	-0,11647	14,683
222	-24,29	19,774	-0,11647	14,503
222	-24,29	19,774	-0,11647	14,503
223	-23,785	20,711	-0,11647	14,41
223	-23,785	20,711	-0,11647	14,41
224	-23,277	21,654	-0,11647	14,414
224	-23,277	21,654	-0,11647	14,414
225	-22,792	22,555	-0,11647	14,499
225	-22,792	22,555	-0,11647	14,499
226	-22,303	23,464	-0,11647	14,657
226	-22,303	23,464	-0,11647	14,657
227	-21,791	24,414	-0,11647	14,899
227	-21,791	24,414	-0,11647	14,899
228	-21,289	25,346	-0,11647	15,221
228	-21,289	25,346	-0,11647	15,221
229	-20,783	26,287	-0,11647	15,617
229	-20,783	26,287	-0,11647	15,617
230	-20,264	27,251	-0,11647	16,093
230	-20,264	27,251	-0,11647	16,093
231	-19,754	28,198	-0,11647	16,641
231	-19,754	28,198	-0,11647	16,641
232	-19,253	29,127	-0,11647	17,259
232	-19,253	29,127	-0,11647	17,259
233	-18,714	30,129	-0,11647	17,971
233	-18,714	30,129	-0,11647	17,971
234	-18,183	31,115	-0,11647	18,758
234	-18,183	31,115	-0,11647	18,758
235	-17,691	32,028	-0,11647	19,584
235	-17,691	32,028	-0,11647	19,584
236	-17,174	32,988	-0,11647	20,492
236	-17,174	32,988	-0,11647	20,492
237	-16,626	34,006	-0,11647	21,499
237	-16,626	34,006	-0,11647	21,499
238	-16,115	34,956	-0,11647	22,534
238	-16,115	34,956	-0,11647	22,534
239	-15,633	35,851	-0,11647	23,586
239	-15,633	35,851	-0,11647	23,586
240	-15,106	36,829	-0,11647	24,715
240	-15,106	36,829	-0,11647	24,715
241	-14,574	37,817	-0,11647	25,883
241	-14,574	37,817	-0,11647	25,883
242	-14,081	38,733	-0,11647	27,003
242	-14,081	38,733	-0,11647	27,003
243	-13,585	39,654	-0,11647	28,07
243	-13,585	39,654	-0,11647	28,07
244	-13,057	40,635	-0,11647	29,064
244	-13,057	40,635	-0,11647	29,064
245	-12,538	41,598	-0,11647	29,865
245	-12,538	41,598	-0,11647	29,865
246	-12,032	42,538	-0,11647	30,343
246	-12,032	42,538	-0,11647	30,343
247	-11,521	43,487	-0,11647	30,375
247	-11,521	43,487	-0,11647	30,375
248	-11,018	44,422	-0,11647	29,824
248	-11,018	44,422	-0,11647	29,824
249	-10,535	45,318	-0,11647	28,586
249	-10,535	45,318	-0,11647	28,586
250	-10,062	46,197	-0,11647	26,582
250	-10,062	46,197	-0,11647	26,582
251	-9,5801	47,092	-0,11647	23,771
251	-9,5801	47,092	-0,11647	23,771
252	-9,0956	47,992	-0,11647	20,208
252	-9,0956	47,992	-0,11647	20,208
253	-21,	-0,11647	-0,11647	30,734
253	-21,	-0,11647	-0,11647	30,734
254	-21,125	-1,1099	-0,11647	32,812
254	-21,125	-1,1099	-0,11647	32,812
255	-21,495	-2,0431	-0,11647	39,403
255	-21,495	-2,0431	-0,11647	39,403
256	-22,093	-2,8636	-0,11647	51,998
256	-22,093	-2,8636	-0,11647	51,998
257	-22,875	-3,5051	-0,11647	61,285
257	-22,875	-3,5051	-0,11647	61,285
258	-23,783	-3,9268	-0,11647	68,782
258	-23,783	-3,9268	-0,11647	68,782
259	-24,767	-4,1097	-0,11647	73,139
259	-24,767	-4,1097	-0,11647	73,139
260	-25,767	-4,0423	-0,11647	68,688
260	-25,767	-4,0423	-0,11647	68,688
261	-26,718	-3,7288	-0,11647	72,384
261	-26,718	-3,7288	-0,11647	72,384
262	-27,565	-3,1859	-0,11647	59,683
262	-27,565	-3,1859	-0,11647	59,683
263	-28,254	-2,4427	-0,11647	41,101
263	-28,254	-2,4427	-0,11647	41,101
264	-28,73	-1,5611	-0,11647	23,883
264	-28,73	-1,5611	-0,11647	23,883
265	-28,972	-0,58928	-0,11647	13,815
265	-28,972	-0,58928	-0,11647	13,815
266	-28,965	0,4123	-0,11647	13,846
266	-28,965	0,4123	-0,11647	13,846
267	-28,709	1,3806	-0,11647	21,604
267	-28,709	1,3806	-0,11647	21,604
268	-28,221	2,2557	-0,11647	40,286
268	-28,221	2,2557	-0,11647	40,286
269	-27,52	2,9896	-0,11647	58,885
269	-27,52	2,9896	-0,11647	58,885
270	-26,661	3,5225	-0,11647	62,479
270	-26,661	3,5225	-0,11647	62,479
271	-25,705	3,8209	-0,11647	73,045
271	-25,705	3,8209	-0,11647	73,045
272	-24,705	3,8726	-0,11647	74,127
272	-24,705	3,8726	-0,11647	74,127
273	-23,723	3,6744	-0,11647	68,79
273	-23,723	3,6744	-0,11647	68,79
274	-22,819	3,2367	-0,11647	60,888
274	-22,819	3,2367	-0,11647	60,888
275	-22,046	2,5804	-0,11647	51,482
275	-22,046	2,5804	-0,11647	51,482
276	-21,463	1,752	-0,11647	38,99
276	-21,463	1,752	-0,11647	38,99
277	-21,11	0,81358	-0,11647	32,663
277	-21,11	0,81358	-0,11647	32,663
278	29,	-0,11647	-0,11647	12,414
278	29,	-0,11647	-0,11647	12,414
279	28,875	-1,1101	-0,11647	16,159
279	28,875	-1,1101	-0,11647	16,159
280	28,506	-2,0413	-0,11647	28,595
280	28,506	-2,0413	-0,11647	28,595
281	27,914	-2,8565	-0,11647	49,473
281	27,914	-2,8565	-0,11647	49,473
282	27,133	-3,5005	-0,11647	64,031
282	27,133	-3,5005	-0,11647	64,031
283	26,225	-3,9241	-0,11647	64,939
283	26,225	-3,9241	-0,11647	64,939
284	25,241	-4,1092	-0,11647	73,332
284	25,241	-4,1092	-0,11647	73,332
285	24,242	-4,0439	-0,11647	71,819
285	24,242	-4,0439	-0,11647	71,819
286	23,29	-3,7325	-0,11647	65,418
286	23,29	-3,7325	-0,11647	65,418
287	22,443	-3,1921	-0,11647	56,249
287	22,443	-3,1921	-0,11647	56,249
288	21,75	-2,4485	-0,11647	42,315
288	21,75	-2,4485	-0,11647	42,315
289	21,27	-1,5605	-0,11647	34,967
289	21,27	-1,5605	-0,11647	34,967
290	21,028	-0,58889	-0,11647	31,16
290	21,028	-0,58889	-0,11647	31,16
291	21,035	0,41238	-0,11647	31,361
291	21,035	0,41238	-0,11647	31,361
292	21,291	1,3805	-0,11647	35,39
292	21,291	1,3805	-0,11647	35,39
293	21,783	2,261	-0,11647	42,733
293	21,783	2,261	-0,11647	42,733
294	22,485	2,9943	-0,11647	56,579
294	22,485	2,9943	-0,11647	56,579
295	23,344	3,5246	-0,11647	65,422
295	23,344	3,5246	-0,11647	65,422
296	24,3	3,8218	-0,11647	71,655
296	24,3	3,8218	-0,11647	71,655
297	25,3	3,8722	-0,11647	72,953
297	25,3	3,8722	-0,11647	72,953
298	26,281	3,6727	-0,11647	65,331
298	26,281	3,6727	-0,11647	65,331
299	27,186	3,2333	-0,11647	65,658
299	27,186	3,2333	-0,11647	65,658
300	27,96	2,5744	-0,11647	49,004
300	27,96	2,5744	-0,11647	49,004
301	28,538	1,7506	-0,11647	30,11
301	28,538	1,7506	-0,11647	30,11
302	28,89	0,81345	-0,11647	17,451
302	28,89	0,81345	-0,11647	17,451
303	4,	-45,116	-0,11647	38,095
303	4,	-45,116	-0,11647	38,095
304	3,8745	-46,11	-0,11647	26,352
304	3,8745	-46,11	-0,11647	26,352
305	3,5061	-47,042	-0,11647	17,871
305	3,5061	-47,042	-0,11647	17,871
306	2,9139	-47,857	-0,11647	12,962
306	2,9139	-47,857	-0,11647	12,962
307	2,1413	-48,495	-0,11647	6,4464
307	2,1413	-48,495	-0,11647	6,4464
308	1,2325	-48,922	-0,11647	2,9838
308	1,2325	-48,922	-0,11647	2,9838
309	0,23821	-49,109	-0,11647	2,2625
309	0,23821	-49,109	-0,11647	2,2625
310	-0,7739	-49,041	-0,11647	3,578
310	-0,7739	-49,041	-0,11647	3,578
311	-1,7302	-48,723	-0,11647	5,8254
311	-1,7302	-48,723	-0,11647	5,8254
312	-2,5723	-48,18	-0,11647	9,0293
312	-2,5723	-48,18	-0,11647	9,0293
313	-3,2543	-47,442	-0,11647	15,155
313	-3,2543	-47,442	-0,11647	15,155
314	-3,7311	-46,558	-0,11647	21,825
314	-3,7311	-46,558	-0,11647	21,825
315	-3,9724	-45,586	-0,11647	32,087
315	-3,9724	-45,586	-0,11647	32,087
316	-3,9644	-44,584	-0,11647	43,928
316	-3,9644	-44,584	-0,11647	43,928
317	-3,7078	-43,616	-0,11647	53,225
317	-3,7078	-43,616	-0,11647	53,225
318	-3,2171	-42,739	-0,11647	68,943
318	-3,2171	-42,739	-0,11647	68,943
319	-2,5247	-42,014	-0,11647	77,519
319	-2,5247	-42,014	-0,11647	77,519
320	-1,6742	-41,484	-0,11647	82,857
320	-1,6742	-41,484	-0,11647	82,857
321	-0,71119	-41,18	-0,11647	85,786
321	-0,71119	-41,18	-0,11647	85,786
322	0,30356	-41,128	-0,11647	82,535
322	0,30356	-41,128	-0,11647	82,535
323	1,2958	-41,332	-0,11647	83,707
323	1,2958	-41,332	-0,11647	83,707
324	2,1973	-41,774	-0,11647	79,363
324	2,1973	-41,774	-0,11647	79,363
325	2,9592	-42,425	-0,11647	71,814
325	2,9592	-42,425	-0,11647	71,814
326	3,5366	-43,248	-0,11647	57,31
326	3,5366	-43,248	-0,11647	57,31
327	3,89	-44,185	-0,11647	49,513
327	3,89	-44,185	-0,11647	49,513
328	4,	44,884	-0,11647	106,74
328	4,	44,884	-0,11647	106,74
329	3,8744	43,889	-0,11647	91,759
329	3,8744	43,889	-0,11647	91,759
330	3,5054	42,957	-0,11647	88,069
330	3,5054	42,957	-0,11647	88,069
331	2,9146	42,144	-0,11647	75,642
331	2,9146	42,144	-0,11647	75,642
332	2,1385	41,503	-0,11647	59,115
332	2,1385	41,503	-0,11647	59,115
333	1,2255	41,076	-0,11647	41,633
333	1,2255	41,076	-0,11647	41,633
334	0,23211	40,89	-0,11647	31,278
334	0,23211	40,89	-0,11647	31,278
335	-0,77578	40,959	-0,11647	34,72
335	-0,77578	40,959	-0,11647	34,72
336	-1,734	41,279	-0,11647	51,069
336	-1,734	41,279	-0,11647	51,069
337	-2,579	41,826	-0,11647	68,373
337	-2,579	41,826	-0,11647	68,373
338	-3,2601	42,566	-0,11647	84,336
338	-3,2601	42,566	-0,11647	84,336
339	-3,7344	43,45	-0,11647	90,889
339	-3,7344	43,45	-0,11647	90,889
340	-3,9735	44,424	-0,11647	103,59
340	-3,9735	44,424	-0,11647	103,59
341	-3,963	45,426	-0,11647	95,265
341	-3,963	45,426	-0,11647	95,265
342	-3,7036	46,395	-0,11647	77,912
342	-3,7036	46,395	-0,11647	77,912
343	-3,2092	47,271	-0,11647	53,928
343	-3,2092	47,271	-0,11647	53,928
344	-2,5098	47,998	-0,11647	24,185
344	-2,5098	47,998	-0,11647	24,185
345	-1,6565	48,524	-0,11647	11,474
345	-1,6565	48,524	-0,11647	11,474
346	-0,69811	48,822	-0,11647	12,829
346	-0,69811	48,822	-0,11647	12,829
347	0,30524	48,872	-0,11647	14,734
347	0,30524	48,872	-0,11647	14,734
348	1,2888	48,67	-0,11647	12,904
348	1,2888	48,67	-0,11647	12,904
349	2,1901	48,231	-0,11647	23,008
349	2,1901	48,231	-0,11647	23,008
350	2,955	47,579	-0,11647	46,06
350	2,955	47,579	-0,11647	46,06
351	3,5363	46,753	-0,11647	72,98
351	3,5363	46,753	-0,11647	72,98
352	3,89	45,815	-0,11647	96,664
352	3,89	45,815	-0,11647	96,664
353	13,671	-1,2249	-0,11647	19,755
353	13,671	-1,2249	-0,11647	19,755
354	-4,5156	-48,905	-0,11647	9,5925
354	-4,5156	-48,905	-0,11647	9,5925
355	-1,0882	-7,3161	-0,11647	12,345
355	-1,0882	-7,3161	-0,11647	12,345
356	-1,7843	-6,707	-0,11647	12,492
356	-1,7843	-6,707	-0,11647	12,492
357	-2,3924	-6,0022	-0,11647	12,695
357	-2,3924	-6,0022	-0,11647	12,695
358	4,2504	14,978	-0,11647	13,371
358	4,2504	14,978	-0,11647	13,371
359	-0,13232	51,602	-0,11647	12,363
359	-0,13232	51,602	-0,11647	12,363
360	1,3298	-26,954	-0,11647	23,634
360	1,3298	-26,954	-0,11647	23,634
361	-2,8902	-7,9442	-0,11647	12,428
361	-2,8902	-7,9442	-0,11647	12,428
362	3,3253	7,0477	-0,11647	12,5
362	3,3253	7,0477	-0,11647	12,5
363	-19,117	-10,609	-0,11647	21,555
363	-19,117	-10,609	-0,11647	21,555
364	4,7039	-47,189	-0,11647	16,222
364	4,7039	-47,189	-0,11647	16,222
365	-3,2792	-5,9648	-0,11647	12,83
365	-3,2792	-5,9648	-0,11647	12,83
366	-0,63033	22,419	-0,11647	18,013
366	-0,63033	22,419	-0,11647	18,013
367	15,86	-0,93258	-0,11647	23,016
367	15,86	-0,93258	-0,11647	23,016
368	0,66098	-17,178	-0,11647	14,232
368	0,66098	-17,178	-0,11647	14,232
369	-0,60967	17,674	-0,11647	14,277
369	-0,60967	17,674	-0,11647	14,277
370	-0,116	18,471	-0,11647	14,715
370	-0,116	18,471	-0,11647	14,715
371	0,17351	-19,306	-0,11647	15,541
371	0,17351	-19,306	-0,11647	15,541
372	-0,69781	20,427	-0,11647	16,008
372	-0,69781	20,427	-0,11647	16,008
373	-1,7605	17,366	-0,11647	14,237
373	-1,7605	17,366	-0,11647	14,237
374	0,30537	17,451	-0,11647	14,165
374	0,30537	17,451	-0,11647	14,165
375	-0,7866	16,813	-0,11647	13,898
375	-0,7866	16,813	-0,11647	13,898
376	-0,13513	-16,373	-0,11647	13,784
376	-0,13513	-16,373	-0,11647	13,784
377	-1,3736	-16,579	-0,11647	13,72
377	-1,3736	-16,579	-0,11647	13,72
378	-0,35608	-19,941	-0,11647	16,237
378	-0,35608	-19,941	-0,11647	16,237
379	-1,19	-18,429	-0,11647	15,154
379	-1,19	-18,429	-0,11647	15,154
380	-2,0308	-16,884	-0,11647	14,108
380	-2,0308	-16,884	-0,11647	14,108
381	1,9005	-17,146	-0,11647	14,275
381	1,9005	-17,146	-0,11647	14,275
382	1,0679	-18,791	-0,11647	15,433
382	1,0679	-18,791	-0,11647	15,433
383	-0,76999	19,269	-0,11647	15,452
383	-0,76999	19,269	-0,11647	15,452
384	0,67546	18,898	-0,11647	15,145
384	0,67546	18,898	-0,11647	15,145
385	1,0952	17,927	-0,11647	14,505
385	1,0952	17,927	-0,11647	14,505
386	1,5444	17,01	-0,11647	13,979
386	1,5444	17,01	-0,11647	13,979
387	-6,812e-002	-22,599	-0,11647	18,657
387	-6,812e-002	-22,599	-0,11647	18,657
388	-2,4187	-16,058	-0,11647	13,732
388	-2,4187	-16,058	-0,11647	13,732
389	0,50567	-21,858	-0,11647	18,086
389	0,50567	-21,858	-0,11647	18,086
390	-1,2478	20,789	-0,11647	16,438
390	-1,2478	20,789	-0,11647	16,438
391	-2,1467	16,699	-0,11647	13,776
391	-2,1467	16,699	-0,11647	13,776
392	-1,2599	16,083	-0,11647	13,519
392	-1,2599	16,083	-0,11647	13,519
393	3,5196	-16,082	-0,11647	13,875
393	3,5196	-16,082	-0,11647	13,875
394	2,0599	16,098	-0,11647	13,546
394	2,0599	16,098	-0,11647	13,546
395	-1,2599	-15,629	-0,11647	13,421
395	-1,2599	-15,629	-0,11647	13,421
396	0,52076	-15,626	-0,11647	13,363
396	0,52076	-15,626	-0,11647	13,363
397	-6,1418e-002	20,678	-0,11647	16,387
397	-6,1418e-002	20,678	-0,11647	16,387
398	-3,33	16,115	-0,11647	13,644
398	-3,33	16,115	-0,11647	13,644
399	0,49972	-23,217	-0,11647	19,409
399	0,49972	-23,217	-0,11647	19,409
400	-1,0988	-20,72	-0,11647	16,922
400	-1,0988	-20,72	-0,11647	16,922
401	-1,5403	-19,869	-0,11647	16,255
401	-1,5403	-19,869	-0,11647	16,255
